Unnamed: 0,movie,title,star,review,filtered_review
57,Babylon,Ambitious film torpedoed by weak and self-indulgent script,3,"As ""Babylon"" (2-22 release; 189 min) opens, we are in ""Bel Air, CA 1926"", and find ourselves at a massive and out-of-hand party, where sex and drugs are ""de rigueur"". Jack Conrad, a big movie star, becomes the center of the party upon his arrival. Also there is Nellie LaRoy, a beautiful and brash aspiring actress. Also there is Manuel Torres, who hopes to find a job in the movie industry. At this point we are 10 minutes into the film.Couple of comments: this is the latest from writer-producer=director Damien Chazelle. Let me admit up front that I absolutely LOVED all three of his prior movies (""Whiplash"", ""La La Land"", and ""First Man""). Hence I went into this film with high expectations. Alas, I shouldn't have. ""Babylon"" certainly is well done from a technical perspective (photography, editing, musical score), but it misfires badly from a substantive perspective. The storyline is supposed to show us how Hollywood's transition from silent films into talkies was a success for some and a disaster for others. But what we get to see here is a self-indulgent, unfocused, and over-long movie, torpedoed by its weak script. (Can someone please tell me what the point of the snake fight scene was? Or of the freak show towards the end of the film? And that's just naming those two). The all-star cast certainly gives its best shot with the weak material that they are given, but in the end this film cannot be saved. This is 3+ hours of my live I'm never getting back.""Babylon"" was supposed to be released a year ago, but COVID had other ideas. It was just released in US theaters this past weekend, and vastly underperformed at the box office. Let's just say it as it is: it tanked. The Tuesday early evening screening where I saw this at my local arthouse theater here in Cincinnati was attended okay (I counted about 10 people). I cannot imagine that Babylon will have long legs at the box office, or that it will pick up a bunch of Oscar nominations. For that the movie is simply too weak, too long and over-indulgent for its own good. Of course don't take my word for it, so if you liked Chazelle's earlier films, I'd suggest you check this out (albeit with low expectations), and draw your own expectation.",babylon releas min open bel air ca find massiv hand parti sex drug de rigueur jack conrad big movi star becom center parti upon arriv also nelli laroy beauti brash aspir actress also manuel torr hope find job movi industri point minut film coupl comment latest writer produc director damien chazel let admit front absolut love three prior movi whiplash la la land first man henc went film high expect ala babylon certainli well done technic perspect photographi edit music score misfir badli substant perspect storylin suppos show us hollywood transit silent film talki success disast other get see self indulg unfocus long movi torpedo weak script someon pleas tell point snake fight scene freak show toward end film name two star cast certainli give best shot weak materi given end film cannot save hour live never get back babylon suppos releas year ago covid idea releas us theater past weekend vastli underperform box offic let say tank tuesday earli even screen saw local arthous theater cincinnati attend okay count peopl cannot imagin babylon long leg box offic pick bunch oscar nomin movi simpli weak long indulg good cours take word like chazel earlier film suggest check albeit low expect draw expect
58,Babylon,Damien's Inferno,3,"In the words of SuperHotFire, I'm about to end Damien Chazelle's whole career.Babylon is a preposterously bad movie. At the same it's an experience that you will remember for the rest of your life. It's aggressively vile. For the vast majority of three hours, you are locked in with this movie as it assaults you with graphic visual depictions of virtually every bodily function imaginable. Supposedly, this is a commentary on the evil, exploitative and corrupt studio system that destroyed old Hollywood. Damien Chazelle, having started his career planting a sloppy wet kiss on the industry with the maudlin, yet beautifully constructed La La Land comes back 6 years later with a film filled with nothing but hatred and anger. But at the same time, that's still not what Babylon wants to be. It wants to be an unforgettable epic. Chazelle wants to be mentioned in the same breath as Scorsese and P. T. Anderson. He wanted to make a film that sweepingly celebrates the beauty and horror of an American artistic movement. He's so emotionally invested as a Hollywood man that its driven him completely insane. Not since Michael Cimino's Heaven's Gate has such a psychotic Hollywood movie been made. If it had just been a Molotov cocktail thrown at Hollywood, and nothing more, Babylon could have been a stroke of genius. Instead, it is so gluttonously self-indulgent and conceptually unstable, that I've lost any kind of respect that I may have had for Chazelle as a director before.Now let's take a step back. Are there any redeeming qualities about Babylon? Yes. Two scenes in particular showcase the immense skill that Chazelle still has as a director and offer glimpses of the kind of good movie Babylon could have been. The scene that details the grueling creation of the first talking movie is both hilarious and exhilarating in showing how impossible it was to work with the new technology. When the film points to the lengths at which Hollywood executives exploited their new silver screen stars through their race and gender, it offers a stunningly profound depiction of the emotional abuse that was inflicted on the actors. But all of that is buried under an avalanche of sophomoric pornography. When the characters aren't cursing like truck drivers, they are having ravenous sex or projectile vomiting, or urinating on each other. This film wants to be The Wolf of Wall Street, Boogie Nights and Fear and Loathing in Las Vegas all at the same time. But it's none of those films. It is instead a fascinating race to the bottom. I can't say that I wasn't entertained by the experience. I was wildly amused by it, in fact. But I also felt dirty as I walked out of the theater seeing this. Only see this film if you are with an audience of people who are blacked-out drunk or so high that they cover the screen with pot smoke. I'd assume that would be a blast of an experience.",word superhotfir end damien chazel whole career babylon preposter bad movi experi rememb rest life aggress vile vast major three hour lock movi assault graphic visual depict virtual everi bodili function imagin supposedli commentari evil exploit corrupt studio system destroy old hollywood damien chazel start career plant sloppi wet kiss industri maudlin yet beauti construct la la land come back year later film fill noth hatr anger time still babylon want want unforgett epic chazel want mention breath scorses p anderson want make film sweepingli celebr beauti horror american artist movement emot invest hollywood man driven complet insan sinc michael cimino heaven gate psychot hollywood movi made molotov cocktail thrown hollywood noth babylon could stroke geniu instead glutton self indulg conceptu unstabl lost kind respect may chazel director let take step back redeem qualiti babylon ye two scene particular showcas immens skill chazel still director offer glimps kind good movi babylon could scene detail gruel creation first talk movi hilari exhilar show imposs work new technolog film point length hollywood execut exploit new silver screen star race gender offer stunningli profound depict emot abus inflict actor buri avalanch sophomor pornographi charact curs like truck driver raven sex projectil vomit urin film want wolf wall street boogi night fear loath la vega time none film instead fascin race bottom say entertain experi wildli amus fact also felt dirti walk theater see see film audienc peopl black drunk high cover screen pot smoke assum would blast experi
59,Babylon,Decadence,7,"Babylon is a long, messy, repulsive, and magnetic spectacle. Unfortunately despite the great performances and set pieces it doesn't live up to Chazelle's previous work.The movie wants to bring you down into the waste yard that is Hollywood then pull you out to see the beauty that grows out of the trash. The problem is the movie spends so much time in the mud, and goes so deep into it that by the time it tries to pull you out at the end it's too late.On the upside the cast are great and almost completely carry the movie, especially Margot Robbie's enthralling performance as Nellie. And as with Chazelle's previous work the set pieces are well executed and (some) characters are memorable.However, these positives could not completely overcome the movie's fundamental flaws which are -- going too far with trying to revolt the audience (to the point of childishness), not spending enough time with the characters or important scenes despite its decadent runtime, and the ending coming off as completely pretentious in the context of how practical/cynical everything leading up to it was.In the end, Babylon does serve its purpose as an entertaining spectacle, but like the Hollywood it critiques, its self-indulgence prevents it from achieving greatness.",babylon long messi repuls magnet spectacl unfortun despit great perform set piec live chazel previou work movi want bring wast yard hollywood pull see beauti grow trash problem movi spend much time mud goe deep time tri pull end late upsid cast great almost complet carri movi especi margot robbi enthral perform nelli chazel previou work set piec well execut charact memor howev posit could complet overcom movi fundament flaw go far tri revolt audienc point childish spend enough time charact import scene despit decad runtim end come complet pretenti context practic cynic everyth lead end babylon serv purpos entertain spectacl like hollywood critiqu self indulg prevent achiev great
60,Babylon,A cinematic experience,10,"Babylon is cinematic marvel that Damien Chazelle is a messy, dazzling epic masterpiece that film hasn't yet accepted or had before. Damien Chazelle has called Babylon: ""A hate letter to Hollywood and a love letter to movies,"" but his messy, dazzling epic doesn't support that simplistic idea. Set in the early days of cinema, when talking pictures were a jaw-dropping phenomenon and Hollywood was still being created, Babylon suggests a deeper reality: the film industry's raw, self-destructive, narcissistic impulses and its glorious, magical results have always been opposite parts of the same whole. Chazelle's ambitions are huge. Babylon is full of remarkable set pieces with richly drawn characters, music, dancing, love and betrayal. The film's strengths more than make up for its serious flaws, including too many endings and a wrong-headed reliance on Singin' in the Rain as a touchstone. But if Babylon makes you groan occasionally, there are many more times long, exhilarating stretches that are mesmerising. In one of the film's multiple endings, which leaps ahead to 1952, a major character sits in a cinema tearfully watching Singin' in the Rain. That enamoured-of-movies scene hasn't been fresh since Sullivan's Travels in 1941, not to mention Cinema Paradiso in 1988 and this year's Empire of Light. The fact that the scene can be viewed as a homage to all those films doesn't make it less cliched. And a montage of other movies through history is a bravura but needless coda. At its best, Chazelle's film is a cinematic marvel, evidence enough that movies are magical, as it sweeps us into the beautiful, terrible world we recognise as Hollywood even now. The cast up and down Babylon is amazing and almost eerily in sync with my own tastes. Actors I deeply love, like Taylor Nichols and Ethan Suplee, show up oh-so-briefly as if casting director Francine Maisler had thumbed through my own mental rolodex and said to herself ""ah, here's another face Sonny would like to see."" This is, perhaps, another reason I found myself drawn in by Babylon's excess: I just liked spending time with almost everyone up on that big, beautiful screen, I fell in love with the cast and the story. Believing Babylon to be over, thus missing the last few of its 189 minutes. This was itself a fitting, almost serendipitous, way to end the movie. Audiences come and go; they are as ephemeral and ever-changing as the names on the marquee. The darkened theater filled with flickering light? That's eternal, everlasting, deathless. The actors and the audiences alike come and go, but the show goes on forever.",babylon cinemat marvel damien chazel messi dazzl epic masterpiec film yet accept damien chazel call babylon hate letter hollywood love letter movi messi dazzl epic support simplist idea set earli day cinema talk pictur jaw drop phenomenon hollywood still creat babylon suggest deeper realiti film industri raw self destruct narcissist impuls gloriou magic result alway opposit part whole chazel ambit huge babylon full remark set piec richli drawn charact music danc love betray film strength make seriou flaw includ mani end wrong head relianc singin rain touchston babylon make groan occasion mani time long exhilar stretch mesmeris one film multipl end leap ahead major charact sit cinema tear watch singin rain enamour movi scene fresh sinc sullivan travel mention cinema paradiso year empir light fact scene view homag film make less clich montag movi histori bravura needless coda best chazel film cinemat marvel evid enough movi magic sweep us beauti terribl world recognis hollywood even cast babylon amaz almost eerili sync tast actor deepli love like taylor nichol ethan suple show oh briefli cast director francin maisler thumb mental rolodex said ah anoth face sonni would like see perhap anoth reason found drawn babylon excess like spend time almost everyon big beauti screen fell love cast stori believ babylon thu miss last minut fit almost serendipit way end movi audienc come go ephemer ever chang name marque darken theater fill flicker light etern everlast deathless actor audienc alik come go show goe forev
61,Babylon,"A big, bloated, shapeless mess, filled with lazy caricatures",4,"I've seen all four of Damien Chazelle's movies; none has struck me as especially satisfying. This one, all three joyless hours of it, gave me barely a moment of pleasure. It's a perfect example of -- in a phrase often used by Esquire -- ""wretched excess.""It purports to be, in part, that rather trite creation, ""a love letter to the movies,"" but spends most of its time trashing Hollywood as a pit of debauchery -- a slander that never feels remotely authentic (even though I was raised on Kenneth Anger's ""Hollywood Babylon""). The film titillates us with pulp-magazine fantasies of subterranean caverns outside the city where, by torchlight, jaded Angelenos gaze at torture, rat-swallowing, and other depraved acts. Its cast of characters -- the overprivileged fading film star, the shallow, wildly hedonistic sexpot heroine, the loyal, upright Mexican immigrant, the cynical gossip columnist, the passel of ludicrously snooty L. A. millionaires and their catty wives -- all felt like old cartoons. Even the crowd at the protracted orgy that opens the movie felt choreographed and utterly fake: frenetically cheering, dancing, and gesticulating at times in a caricature of Hieronymus Bosch, the next moment transformed into a sedate, respectful nightclub audience as silent as a library.I did appreciate the music in this film, as well as the decor, the hundreds of extras, and the constantly moving camera. But ultimately I think Chezelle was provided with way too large a budget and simply squandered it.",seen four damien chazel movi none struck especi satisfi one three joyless hour gave bare moment pleasur perfect exampl phrase often use esquir wretch excess purport part rather trite creation love letter movi spend time trash hollywood pit debaucheri slander never feel remot authent even though rais kenneth anger hollywood babylon film titil us pulp magazin fantasi subterranean cavern outsid citi torchlight jade angeleno gaze tortur rat swallow deprav act cast charact overprivileg fade film star shallow wildli hedonist sexpot heroin loyal upright mexican immigr cynic gossip columnist passel ludicr snooti l millionair catti wive felt like old cartoon even crowd protract orgi open movi felt choreograph utterli fake frenet cheer danc gesticul time caricatur hieronymu bosch next moment transform sedat respect nightclub audienc silent librari appreci music film well decor hundr extra constantli move camera ultim think chezel provid way larg budget simpli squander
62,Babylon,An indulgent mess with surprisingly little to say,4,"Given that ""Whiplash"" and ""La La Land"" were outstanding films, it seemed reasonable to hope-and expect-that director Damien Chazelle's new film would deliver. It seemed to be a unique spectacle of excess and debauchery in 1920s Hollywood that would combine flashiness with, hopefully and given Chazelle's previous track record, a compelling story and profound character development. Tragically, however, ""Babylon"" is a bloated misfire that ends up being unique for all the wrong reasons.Right off the bat, Chazelle brings the viewer along for a ride that ends up being a fusillade of pulse-pounding jazz music, a whirlwind of hedonism, and increasingly sophomoric and eye-rolling moments. This would have all been fine if he had a more coherent story or contextual justification for his indulgence, but alas, he doesn't. After all, some exceptionally well-directed films such as Scorsese's ""Goodfellas"" (or even ""The Wolf of Wall Street"") or Paul Thomas Anderson's ""Boogie Nights"" completely wrap themselves around a crackerjack, virtuoso sense of intensity while simultaneously complementing their own narratives. Unfortunately, ""Babylon"" does not do the same. The debauchery starts to get increasingly tiring after a while when the characters doing it are thinly written (especially by Chazelle standards) and uninteresting, in contrast to better films about excess that keep the viewer wholly engaged over a long runtime. The film's plot is pretty loose and unengaging for a gargantuan 189-minute runtime, which does not help matters much either. The performances are fine but unexceptional, yet even the more talented actors in the cast can't elevate the disappointing and sometimes-pointless screenwriting they've been given to work with. The result is a movie that feels far less satisfying and impactful than it should have, especially since its many moving parts don't really add up to anything. Even the film's message about the ""magic of cinema"" comes off as a bit hollow given that many far better films have dealt with that topic.I hope Chazelle's next film will be stronger than this one, and something I will be eagerly awaiting. Given some of his previous works, he is certainly and clearly qualified of making great films. Unfortunately, ""Babylon"" isn't one of them. 4/10.",given whiplash la la land outstand film seem reason hope expect director damien chazel new film would deliv seem uniqu spectacl excess debaucheri hollywood would combin flashi hope given chazel previou track record compel stori profound charact develop tragic howev babylon bloat misfir end uniqu wrong reason right bat chazel bring viewer along ride end fusillad puls pound jazz music whirlwind hedon increasingli sophomor eye roll moment would fine coher stori contextu justif indulg ala except well direct film scorses goodfella even wolf wall street paul thoma anderson boogi night complet wrap around crackerjack virtuoso sens intens simultan complement narr unfortun babylon debaucheri start get increasingli tire charact thinli written especi chazel standard uninterest contrast better film excess keep viewer wholli engag long runtim film plot pretti loos unengag gargantuan minut runtim help matter much either perform fine unexcept yet even talent actor cast elev disappoint sometim pointless screenwrit given work result movi feel far less satisfi impact especi sinc mani move part realli add anyth even film messag magic cinema come bit hollow given mani far better film dealt topic hope chazel next film stronger one someth eagerli await given previou work certainli clearli qualifi make great film unfortun babylon one
63,Babylon,desperately trying too hard,6,"It's 1926 Hollywood. The silent movie era is having a party of epic debauchery. Manny Torres (Diego Calva) is the 'Mexican' fixer servant doing all the dirty jobs. Jack Conrad (Brad Pitt) is the big movie star. Nellie LaRoy (Margot Robbie) is the flamboyant nobody who fakes it until she makes it. She makes it and then the silent era ends. Everybody works to master the new sound era.This is not an appealing start. I don't know what's happening with every Oscar bait movie which insists on an overly broad comedic scene with bodily functions. The elephant is completely overboard. I wouldn't open with that scene. It's an indication of what's to come. This movie is desperately trying too hard.I guess we're supposed to root for Margot Robbie, but I don't. I find her abrasive and not always appealing. She does find her tragic heartbreaks and that helps her character. This would work better if it concentrated more on Brad Pitt's character. He has some of best heart-felt scenes during his climax. Manny Torres is probably the other main character with a big character arc. I like the character, but the performance is too stoic. I need a different performance from him.Besides Brad Pitt's character arc, I love the general premise of redoing ""Singin' in the Rain"". It's a great premise that needs a little foreshadowing and less outrageousness. It could be a simple modern day revival with admiring fans watching ""Singin' in the Rain"" to open this movie. Damien Chazelle is just trying too hard. It hits a few false notes and the whole enterprise stumbles. It always gets back up with some very compelling scenes. For example, the first sound shot is fun. I don't like how it ends. Damien keeps pushing the comedy one step too far. I do appreciate the overall premise and the ambition of the work.",hollywood silent movi era parti epic debaucheri manni torr diego calva mexican fixer servant dirti job jack conrad brad pitt big movi star nelli laroy margot robbi flamboy nobodi fake make make silent era end everybodi work master new sound era appeal start know happen everi oscar bait movi insist overli broad comed scene bodili function eleph complet overboard open scene indic come movi desper tri hard guess suppos root margot robbi find abras alway appeal find tragic heartbreak help charact would work better concentr brad pitt charact best heart felt scene climax manni torr probabl main charact big charact arc like charact perform stoic need differ perform besid brad pitt charact arc love gener premis redo singin rain great premis need littl foreshadow less outrag could simpl modern day reviv admir fan watch singin rain open movi damien chazel tri hard hit fals note whole enterpris stumbl alway get back compel scene exampl first sound shot fun like end damien keep push comedi one step far appreci overal premis ambit work
64,Babylon,Sometimes less is more,5,I can see why the reviews are polarized and why people hate the film. It's a frustrating film at times mainly cause there is so much going on. Right off the bat it's crazy flash and busy tho I enjoyed it at first at the film progressed it gets more busy and busy and then the ending is so busy and goes on and on and on and it doesn't know when to end. That's the main fault of the film is that less is more and that would of helped the film. There is also much characters that the supporting characters don't get enough screen time and story that they seem pointless at times or lost. The acting is amazing especially Margot Robbie who deserves all the praise for the film. I get what the film was aiming at but it just lands where you hate or love it at times. It's frustrating and at times gives you a headache. I overall enjoyed the film at times and thought it was ok though I would not recommended the film.,see review polar peopl hate film frustrat film time mainli caus much go right bat crazi flash busi tho enjoy first film progress get busi busi end busi goe know end main fault film less would help film also much charact support charact get enough screen time stori seem pointless time lost act amaz especi margot robbi deserv prais film get film aim land hate love time frustrat time give headach overal enjoy film time thought ok though would recommend film
65,Babylon,Decadent Decay...,6,"Far too long, for the reward that it withholds, although it's fearless and adventurous, quite daring and quite bold, overflowing with depravity, full of wicked immorality, indulgence and degeneracy, quite an orgy that unfolds.The Roaring Twenties, and roaring doesn't quite capture the excesses presented here with a film that paints quite a colourful picture of the world of silent movies and their transition to the planet of sound. Margot Robbie smashes it out of the park, as well as producing voluminous amounts of vomit, however, take away the spectacle, and you're left with an often told tale you've seen many times before, and an eager anticipation to watch Singin' in the Rain for the nth time, a revisit your unlikely to make quite as often with this, as once is more than enough.",far long reward withhold although fearless adventur quit dare quit bold overflow deprav full wick immor indulg degeneraci quit orgi unfold roar twenti roar quit captur excess present film paint quit colour pictur world silent movi transit planet sound margot robbi smash park well produc volumin amount vomit howev take away spectacl left often told tale seen mani time eager anticip watch singin rain nth time revisit unlik make quit often enough
66,Babylon,"Decadent, Depraved And Tasteless",3,This movie shows how spoiled rotten actors are. They get paid massive amounts of money to pretend to be someone they are not. They drink and drug excessively. They have outrageous and decadent parties all the time. They have all the fame and fortune in the world and it's never enough for them. I honestly don't have too much sympathy for them in many ways. This movie has no actual plot. It's just spoiled actors acting like whiny children. It also is excessively long at over three hours of Hollywood psychosis.I for one don't worship actors like this movie wants me to. They aren't my gods. They are just people who get paid way too much for their profession. Hollywood was depraved back in the 20's and it still is now. I don't need to be reminded of that.,movi show spoil rotten actor get paid massiv amount money pretend someon drink drug excess outrag decad parti time fame fortun world never enough honestli much sympathi mani way movi actual plot spoil actor act like whini children also excess long three hour hollywood psychosi one worship actor like movi want god peopl get paid way much profess hollywood deprav back still need remind
67,Babylon,That was awful.,2,"SCORE: 2.0/10My brain hurts. Wow that was awful. I wouldn't even make my worst enemy have to sit and watch that for 3+ hours. Did some of the people who reviewed this take some of that stuff they kept showing throughout the film? That was a complete mess.It was just unorganized chaos. The only bright spot, if there was one, was Margot Robbie. I am in love with that woman. She was a part of some of the films best scenes, but there weren't many of those. No matter how amazing she was, I couldn't get over how terrible what I was watching was, with a plot that was all over the place and consistently boring. This movie had no business being over 3 hrs long. I don't even have the energy to write more about this film.",score brain hurt wow aw even make worst enemi sit watch hour peopl review take stuff kept show throughout film complet mess unorgan chao bright spot one margot robbi love woman part film best scene mani matter amaz get terribl watch plot place consist bore movi busi hr long even energi write film
68,Babylon,I thought it was great!,8,"Personally, I'm a sucker for movies about old school Hollywood. The film is a satire on the transition between silent films and ""Talkies"" as they were called. If you like film as much as I do those moments are too cool. The frustration of adding sound to your movie by filmmakers use to the freedom that was given without the new technology and how this new technology effected the movie stars of the time. There are still some people on this earth (but not many) who completely understand what a game changer sound was to Hollywood and I thought the film captured that Brilliantly.Babylon had an impressive ensemble cast lead by Margot Robbie. There were a few stories going through the movie and they intertwined really well. Never a dull moment at all, and thanks to the ensemble cast we got to touch on a lot of subjects that was Old School Hollywood. Socialism, racism, ageism, sexism. An all across the broad look just showing you how it wasAnd speaking of never a dull moment, going into this, I thought this movie was just going to be about a Hollywood party (technically, you can say the movie is about keeping the party going). The movie is long but it worth it because those scenes where they showed you how Hollywood Partied almost 100 years ago. You could never get away with that kind of epicness now.Plus, it was a visually stunning film too. Enjoyable from beginning to end.",person sucker movi old school hollywood film satir transit silent film talki call like film much moment cool frustrat ad sound movi filmmak use freedom given without new technolog new technolog effect movi star time still peopl earth mani complet understand game changer sound hollywood thought film captur brilliantli babylon impress ensembl cast lead margot robbi stori go movi intertwin realli well never dull moment thank ensembl cast got touch lot subject old school hollywood social racism ageism sexism across broad look show wasand speak never dull moment go thought movi go hollywood parti technic say movi keep parti go movi long worth scene show hollywood parti almost year ago could never get away kind epic plu visual stun film enjoy begin end
69,Babylon,"A Forever Party, An Unfading Generation",8,"When the movie starts off with a first-person-POV shot of a guy getting showered by damp, steaming, elephant feces, you know the rated-R Damien Chazelle is back, yet this time rather than bombards of profanity, it's the orgy, the indulgence, the ecstasy. The combined usage of long takes, close-ups, and handheld shots portray the environment, emotion, and atmosphere to their fullest extent, exhibiting the directory's impeccable costume design and scenic layout. Despite the film mainly concentrating on the early theatrical industry, Chazelle still managed to merge his favorite jazz component into the storyline, and the overall soundtrack is, though not as pervasive and brainwashing as La La Land's, melodically memorable, ornamenting the flamboyant history with a light touch of sentiment. Plot-wise, I thoroughly enjoyed the individual character's venture, rise, and decadence while interacting with themselves, one another, and the changing world of cinematic art, which I found delightfully reminiscent of Wong Kar-wai's The Grandmaster. However, the introduction of Tobey Maguire's figure and the underground Tim Burton circus is entirely unnecessary and tedious, wrecking the pacing. In addition, the final montage of film segments is overly personalized to the point of being bewildering - in summary, not the best resolution.I can't help but be amazed by these two mesmerizing characters and their respective performers, so spoilers might be included as I analyze them.Nellie LaRoy by Margot Robbie, an unstoppable, blazing, and audacious child; like a flame glaring too brightly to be approached, or a gale dashing too swiftly to be accepted. You can see all of Harley Quinn's nerve, Tonya Harding's tenacity, and Naomi Lapagilla's seductiveness in this mysterious belle, as she is meant to be the center of attention. Such dreamlike symbol of talent, vivacity, and desire is afterall human: implied misery from orginal family, addiction to drugs and gambling, and tacit communal repulsion gradually diminishes her light. Although her tragedy is destined, I believe such crucial character deserves a better, perhaps more elaborate, ending than simply vanishing into the dark intersection and announced dead on the newspaper.Jack Conrad by Brad Pitt, an ambitious, revered, and humorous celebrity; the wrinkles indicate his age that's slow to tidal changes, yet his three spouses younger and younger of age reflect a denial to time. Finally, his continual inebriation is sobered by the critic's censure and the audience's snicker, as the high tower of accomplishment is shattered. In one conversation with Lady Fay, Pitt absolutely defines what Award-winning-performance truly means, as all of nostalgia, melancholy, and relief can be found in his storyful glances and flickering tears - after ""betrayals"", compromises, and youth no more, Fay is still given the opportunity to renovate in foreign land, while Conrad is but a tired shell without purpose. In his ultimate act, Jack leaves all joy to those around him, and chooses to live in the era where he belongs, which is why the gun-held hand doesn't tremble.Some complains that the film speaks of too much, yet I think it speaks too little of everything, with much blankness to be interpreted and resonated. To the very least, I can imagine myself rewatching Babylon many times in the future.",movi start first person pov shot guy get shower damp steam eleph fece know rate r damien chazel back yet time rather bombard profan orgi indulg ecstasi combin usag long take close up handheld shot portray environ emot atmospher fullest extent exhibit directori impecc costum design scenic layout despit film mainli concentr earli theatric industri chazel still manag merg favorit jazz compon storylin overal soundtrack though pervas brainwash la la land melod memor ornament flamboy histori light touch sentiment plot wise thoroughli enjoy individu charact ventur rise decad interact one anoth chang world cinemat art found delight reminisc wong kar wai grandmast howev introduct tobey maguir figur underground tim burton circu entir unnecessari tediou wreck pace addit final montag film segment overli person point bewild summari best resolut help amaz two mesmer charact respect perform spoiler might includ analyz nelli laroy margot robbi unstopp blaze audaci child like flame glare brightli approach gale dash swiftli accept see harley quinn nerv tonya hard tenac naomi lapagilla seduct mysteri bell meant center attent dreamlik symbol talent vivac desir afteral human impli miseri orgin famili addict drug gambl tacit commun repuls gradual diminish light although tragedi destin believ crucial charact deserv better perhap elabor end simpli vanish dark intersect announc dead newspap jack conrad brad pitt ambiti rever humor celebr wrinkl indic age slow tidal chang yet three spous younger younger age reflect denial time final continu inebri sober critic censur audienc snicker high tower accomplish shatter one convers ladi fay pitt absolut defin award win perform truli mean nostalgia melancholi relief found story glanc flicker tear betray compromis youth fay still given opportun renov foreign land conrad tire shell without purpos ultim act jack leav joy around choos live era belong gun held hand trembl complain film speak much yet think speak littl everyth much blank interpret reson least imagin rewatch babylon mani time futur
70,Babylon,"The darkside of the ""Golden Age of Hollywood"".",8,"I see that this movie is being considered a bomb. I can see why considering the movie runs for three hours. I was blessed with a private showing. Actually I was the only one in theater. While the movie was slow it was interesting. The movie revolves around three main characters: Manny Torres played by Diego Calva, Manny's quick thinking helps saves the day and puts him on the radar of the brass and his star rises to the title of being in charge of MGM's Latin America divison and eventually being the handler of the newest star Nellie LaRoy played beautifully by Margo Robbie. Then we have actor Jack Conrad silent superstar who like many of his fellow stars of that era had difficulty transfering to ""talkies"".Under Jack Conrad's tuteledge Manny starts rising in Hollywood. While working security for a producer's party he meets Nellie La Roy and a failed romance begins. Nellie La Roy doesn't lack confidence about her becoming a star. When a starlet is unable to show up for tomorrow's shoot it's the standard being in the ""right place at the right time"". When the call: ""Action!"" Ms La Roy blows everyone away with her brassiness and turning into innocence.Jack Conrad is trying to adjust but when he loses the one person who isn't to tell him the truth it's all down hill from there.Suddenly no only does Ms. La Roy developes some vices she foolighly places her trust in her father (wonderfully played by Eric Roberts) her fortune from making movies is squandered. She comes to Manny for help and he of course helps. Needless to say the outcome isn't ""They lived happily ever after.""Shout out to Jean Smart for her ""Hedda Hopper"" chatacter as well as Toby Maguire as the sleazy gangster. Depite the box office both Margo Robbie and Brad Pitt should be nominated for a Best Oscar performance with the former should be the winner.",see movi consid bomb see consid movi run three hour bless privat show actual one theater movi slow interest movi revolv around three main charact manni torr play diego calva manni quick think help save day put radar brass star rise titl charg mgm latin america divison eventu handler newest star nelli laroy play beauti margo robbi actor jack conrad silent superstar like mani fellow star era difficulti transfer talki jack conrad tuteledg manni start rise hollywood work secur produc parti meet nelli la roy fail romanc begin nelli la roy lack confid becom star starlet unabl show tomorrow shoot standard right place right time call action ms la roy blow everyon away brassi turn innoc jack conrad tri adjust lose one person tell truth hill suddenli ms la roy develop vice foolighli place trust father wonder play eric robert fortun make movi squander come manni help cours help needless say outcom live happili ever shout jean smart hedda hopper chatact well tobi maguir sleazi gangster depit box offic margo robbi brad pitt nomin best oscar perform former winner
